,fips,buyer_county,County,county,state,buyer_state,year,mme,deaths,population,policy_state,post,relative_year,mme_per_1000,overdose_per_100k
504,01073,JEFFERSON,"Jefferson County, AL",JEFFERSON COUNTY,ALABAMA,AL,2006,708180107.908428,55,655893,0,0,-4,1079718.9601176227,8.385514100623121
505,01073,JEFFERSON,"Jefferson County, AL",JEFFERSON COUNTY,ALABAMA,AL,2007,816800822.180308,67,655163,0,0,-3,1246713.9050592112,10.226462727596033
506,01073,JEFFERSON,"Jefferson County, AL",JEFFERSON COUNTY,ALABAMA,AL,2008,864871438.271282,63,656510,0,0,-2,1317377.4021283484,9.596198077713971
507,01073,JEFFERSON,"Jefferson County, AL",JEFFERSON COUNTY,ALABAMA,AL,2009,926751695.0535817,80,658441,0,0,-1,1407493.906141297,12.149911685329437
508,01073,JEFFERSON,"Jefferson County, AL",JEFFERSON COUNTY,ALABAMA,AL,2010,1012649202.6075735,53,658230,0,1,0,1538442.7975138985,8.05189675341446
509,01073,JEFFERSON,"Jefferson County, AL",JEFFERSON COUNTY,ALABAMA,AL,2011,1232462998.3008623,73,658175,0,1,1,1872546.0527988183,11.091275116800244
510,01073,JEFFERSON,"Jefferson County, AL",JEFFERSON COUNTY,ALABAMA,AL,2012,1302220718.3475041,65,658183,0,1,2,1978508.5885650406,9.875672875173015
511,01073,JEFFERSON,"Jefferson County, AL",JEFFERSON COUNTY,ALABAMA,AL,2013,1324046339.526961,85,659434,0,1,3,2007852.7032681983,12.88984189471577
512,01073,JEFFERSON,"Jefferson County, AL",JEFFERSON COUNTY,ALABAMA,AL,2014,1354519598.9355993,168,660185,0,1,4,2051727.3172453165,25.447412467717385
513,01073,JEFFERSON,"Jefferson County, AL",JEFFERSON COUNTY,ALABAMA,AL,2015,1376266658.299259,154,660717,0,1,5,2082989.6283874323,23.30801235627356
514,01073,JEFFERSON,,,,AL,2016,1328161559.596794,,,0,1,6,,
515,01073,JEFFERSON,,,,AL,2017,1254717893.2027829,,,0,1,7,,
516,01073,JEFFERSON,,,,AL,2018,1231046522.4331756,,,0,1,8,,
517,01073,JEFFERSON,,,,AL,2019,1217203687.6161878,,,0,1,9,,
672,01097,MOBILE,"Mobile County, AL",MOBILE COUNTY,ALABAMA,AL,2006,311371335.7329199,23,402916,0,0,-4,772794.666215588,5.708385867029357
673,01097,MOBILE,"Mobile County, AL",MOBILE COUNTY,ALABAMA,AL,2007,371499694.85319376,49,405715,0,0,-3,915666.6498729249,12.077443525627595
674,01097,MOBILE,"Mobile County, AL",MOBILE COUNTY,ALABAMA,AL,2008,335867663.8255289,49,409196,0,0,-2,820798.9907661094,11.974701609986413
675,01097,MOBILE,"Mobile County, AL",MOBILE COUNTY,ALABAMA,AL,2009,352734538.0838202,50,411994,0,0,-1,856164.2598771347,12.136099069403922
676,01097,MOBILE,"Mobile County, AL",MOBILE COUNTY,ALABAMA,AL,2010,385095059.3499055,39,413328,0,1,0,931693.6170545075,9.435605620717688
677,01097,MOBILE,"Mobile County, AL",MOBILE COUNTY,ALABAMA,AL,2011,431678099.59903073,43,413126,0,1,1,1044906.6376820406,10.4084468176779
678,01097,MOBILE,"Mobile County, AL",MOBILE COUNTY,ALABAMA,AL,2012,495307605.6235312,47,413893,0,1,2,1196704.475851322,11.355591904187799
679,01097,MOBILE,"Mobile County, AL",MOBILE COUNTY,ALABAMA,AL,2013,547827474.772514,57,414025,0,1,3,1323174.868117901,13.767284584264235
680,01097,MOBILE,"Mobile County, AL",MOBILE COUNTY,ALABAMA,AL,2014,600483174.1709574,54,414298,0,1,4,1449399.1623685306,13.034096230249723
681,01097,MOBILE,"Mobile County, AL",MOBILE COUNTY,ALABAMA,AL,2015,573113382.51736,64,414654,0,1,5,1382148.4479044212,15.434555074833476
682,01097,MOBILE,,,,AL,2016,562304576.733645,,,0,1,6,,
683,01097,MOBILE,,,,AL,2017,540042147.248565,,,0,1,7,,
684,01097,MOBILE,,,,AL,2018,535962550.54657,,,0,1,8,,
685,01097,MOBILE,,,,AL,2019,551043126.9450924,,,0,1,9,,
1036,04013,MARICOPA,"Maricopa County, AZ",MARICOPA COUNTY,ARIZONA,AZ,2006,2483733009.4444823,400,3642884,0,0,-4,681804.0347824643,10.980311203980143
1037,04013,MARICOPA,"Maricopa County, AZ",MARICOPA COUNTY,ARIZONA,AZ,2007,2884775339.5814753,411,3711954,0,0,-3,777158.1597135835,11.072335486916055
1038,04013,MARICOPA,"Maricopa County, AZ",MARICOPA COUNTY,ARIZONA,AZ,2008,3187637492.8451705,404,3771061,0,0,-2,845289.2946693704,10.713165339940138
1039,04013,MARICOPA,"Maricopa County, AZ",MARICOPA COUNTY,ARIZONA,AZ,2009,3473767093.182273,432,3803779,0,0,-1,913241.0408654849,11.357126689011112
1040,04013,MARICOPA,"Maricopa County, AZ",MARICOPA COUNTY,ARIZONA,AZ,2010,3648596095.770368,468,3825183,0,1,0,953835.6977353418,12.234708770796063
1041,04013,MARICOPA,"Maricopa County, AZ",MARICOPA COUNTY,ARIZONA,AZ,2011,3938484837.7177315,473,3875371,0,1,1,1016285.8827497371,12.205283055480367
1042,04013,MARICOPA,"Maricopa County, AZ",MARICOPA COUNTY,ARIZONA,AZ,2012,4062901459.014752,456,3948165,0,1,2,1029060.7051667678,11.549669276739953
1043,04013,MARICOPA,"Maricopa County, AZ",MARICOPA COUNTY,ARIZONA,AZ,2013,3976565886.8366127,525,4018657,0,1,3,989526.074715163,13.064065930483741
1044,04013,MARICOPA,"Maricopa County, AZ",MARICOPA COUNTY,ARIZONA,AZ,2014,4106109594.7931833,538,4094842,0,1,4,1002751.6555689288,13.138480068339634
1045,04013,MARICOPA,"Maricopa County, AZ",MARICOPA COUNTY,ARIZONA,AZ,2015,4073498169.0705566,572,4174423,0,1,5,975823.0464594883,13.70249253609421
1046,04013,MARICOPA,,,,AZ,2016,3955111432.855908,,,0,1,6,,
1047,04013,MARICOPA,,,,AZ,2017,3437512001.104637,,,0,1,7,,
1048,04013,MARICOPA,,,,AZ,2018,2969086917.6996717,,,0,1,8,,
1049,04013,MARICOPA,,,,AZ,2019,2783974677.4395633,,,0,1,9,,
1078,04019,PIMA,"Pima County, AZ",PIMA COUNTY,ARIZONA,AZ,2006,1043075400.963445,157,940930,0,0,-4,1108557.917128208,16.68561954661877
1079,04019,PIMA,"Pima County, AZ",PIMA COUNTY,ARIZONA,AZ,2007,1147922645.4663525,137,955869,0,0,-3,1200920.4665768556,14.332507906418138
1080,04019,PIMA,"Pima County, AZ",PIMA COUNTY,ARIZONA,AZ,2008,1218711562.1626894,91,967778,0,0,-2,1259288.351422216,9.40298291550335
1081,04019,PIMA,"Pima County, AZ",PIMA COUNTY,ARIZONA,AZ,2009,1279149055.1966848,142,975580,0,0,-1,1311167.772193654,14.555443941040203
1082,04019,PIMA,"Pima County, AZ",PIMA COUNTY,ARIZONA,AZ,2010,1310697483.18883,162,981649,0,1,0,1335199.7334982564,16.502843684453406
1083,04019,PIMA,"Pima County, AZ",PIMA COUNTY,ARIZONA,AZ,2011,1447348866.523476,156,988500,0,1,1,1464187.0172215232,15.781487101669194
1084,04019,PIMA,"Pima County, AZ",PIMA COUNTY,ARIZONA,AZ,2012,1495997373.6823745,163,993231,0,1,2,1506192.7926961347,16.411086645503413
1085,04019,PIMA,"Pima County, AZ",PIMA COUNTY,ARIZONA,AZ,2013,1320269819.0919836,189,997374,0,1,3,1323745.9760250254,18.9497620752095
1086,04019,PIMA,"Pima County, AZ",PIMA COUNTY,ARIZONA,AZ,2014,1254213590.5919657,178,1004521,0,1,4,1248568.8109974463,17.719888384613164
1087,04019,PIMA,"Pima County, AZ",PIMA COUNTY,ARIZONA,AZ,2015,1134725150.316145,186,1009490,0,1,5,1124057.841401247,18.425145370434578
1088,04019,PIMA,,,,AZ,2016,1098792768.990465,,,0,1,6,,
1089,04019,PIMA,,,,AZ,2017,988860884.86847,,,0,1,7,,
1090,04019,PIMA,,,,AZ,2018,855513934.2289689,,,0,1,8,,
1091,04019,PIMA,,,,AZ,2019,802526840.418558,,,0,1,9,,
1092,04021,PINAL,"Pinal County, AZ",PINAL COUNTY,ARIZONA,AZ,2006,155671520.30825323,17,271328,0,0,-4,573739.2392537934,6.265479419742895
1093,04021,PINAL,"Pinal County, AZ",PINAL COUNTY,ARIZONA,AZ,2007,177424261.33583152,34,306174,0,0,-3,579488.3345281818,11.10479661891604
1094,04021,PINAL,"Pinal County, AZ",PINAL COUNTY,ARIZONA,AZ,2008,180627491.69899788,23,335311,0,0,-2,538686.4483986446,6.859303750846229
1095,04021,PINAL,"Pinal County, AZ",PINAL COUNTY,ARIZONA,AZ,2009,186514979.37868324,32,349830,0,0,-1,533158.9039781701,9.147300117199782
1096,04021,PINAL,"Pinal County, AZ",PINAL COUNTY,ARIZONA,AZ,2010,207029159.7571675,35,379106,0,1,0,546098.3465235778,9.23224639019166
1097,04021,PINAL,"Pinal County, AZ",PINAL COUNTY,ARIZONA,AZ,2011,245887133.01115748,33,378114,0,1,1,650298.9389738479,8.727526618956189
1098,04021,PINAL,"Pinal County, AZ",PINAL COUNTY,ARIZONA,AZ,2012,255012288.57263547,38,382371,0,1,2,666923.7169467232,9.937992159447237
1099,04021,PINAL,"Pinal County, AZ",PINAL COUNTY,ARIZONA,AZ,2013,259778765.1652355,41,385574,0,1,3,673745.5460306854,10.633497071898
1100,04021,PINAL,"Pinal County, AZ",PINAL COUNTY,ARIZONA,AZ,2014,285649575.98298347,25,395563,0,1,4,722134.213723183,6.320105773290222
1101,04021,PINAL,"Pinal County, AZ",PINAL COUNTY,ARIZONA,AZ,2015,297848327.345209,45,405922,0,1,5,733757.5380127438,11.085873640748716
1102,04021,PINAL,,,,AZ,2016,290868433.10074496,,,0,1,6,,
1103,04021,PINAL,,,,AZ,2017,266251164.76515797,,,0,1,7,,
1104,04021,PINAL,,,,AZ,2018,223509689.02675796,,,0,1,8,,
1105,04021,PINAL,,,,AZ,2019,199746951.996099,,,0,1,9,,
1956,05119,PULASKI,"Pulaski County, AR",PULASKI COUNTY,ARKANSAS,AR,2006,342856268.00582576,14,371647,0,0,-4,922532.0478998236,3.7670154743614233
1957,05119,PULASKI,"Pulaski County, AR",PULASKI COUNTY,ARKANSAS,AR,2007,366492736.6816297,13,373403,0,0,-3,981493.819496977,3.481493185646607
1958,05119,PULASKI,"Pulaski County, AR",PULASKI COUNTY,ARKANSAS,AR,2008,394699634.9602587,20,376567,0,0,-2,1048152.4800639959,5.311139850278967
1959,05119,PULASKI,"Pulaski County, AR",PULASKI COUNTY,ARKANSAS,AR,2009,432144043.519069,28,380053,0,0,-1,1137062.5768486739,7.367393495117787
1960,05119,PULASKI,"Pulaski County, AR",PULASKI COUNTY,ARKANSAS,AR,2010,464055537.831667,34,383569,0,1,0,1209835.8778516173,8.864115713209356
1961,05119,PULASKI,"Pulaski County, AR",PULASKI COUNTY,ARKANSAS,AR,2011,522990161.4639408,34,387081,0,1,1,1351112.9749689102,8.783691268752534
1962,05119,PULASKI,"Pulaski County, AR",PULASKI COUNTY,ARKANSAS,AR,2012,524916374.7818438,29,389392,0,1,2,1348040.983846211,7.447507909767021
1963,05119,PULASKI,"Pulaski County, AR",PULASKI COUNTY,ARKANSAS,AR,2013,535711055.5096902,38,391745,0,1,3,1367499.4078027548,9.700187622050057
1964,05119,PULASKI,"Pulaski County, AR",PULASKI COUNTY,ARKANSAS,AR,2014,550692257.829835,38,393210,0,1,4,1400504.2034277741,9.664047201241067
1965,05119,PULASKI,"Pulaski County, AR",PULASKI COUNTY,ARKANSAS,AR,2015,584680251.303752,36,393857,0,1,5,1484498.8188701787,9.140373282688895
1966,05119,PULASKI,,,,AR,2016,564925950.941723,,,0,1,6,,
1967,05119,PULASKI,,,,AR,2017,526305558.629599,,,0,1,7,,
1968,05119,PULASKI,,,,AR,2018,464759030.14930946,,,0,1,8,,
1969,05119,PULASKI,,,,AR,2019,445621675.53368396,,,0,1,9,,
2180,06001,ALAMEDA,"Alameda County, CA",ALAMEDA COUNTY,CALIFORNIA,CA,2006,875071100.35318,141,1444484,0,0,-4,605801.8644396061,9.761271152882275
2181,06001,ALAMEDA,"Alameda County, CA",ALAMEDA COUNTY,CALIFORNIA,CA,2007,1052558500.8941762,163,1455715,0,0,-3,723052.5898916863,11.197246713814174
2182,06001,ALAMEDA,"Alameda County, CA",ALAMEDA COUNTY,CALIFORNIA,CA,2008,1117798930.2864192,135,1477208,0,0,-2,756697.0462429252,9.138861961213316
2183,06001,ALAMEDA,"Alameda County, CA",ALAMEDA COUNTY,CALIFORNIA,CA,2009,1199622098.446118,119,1498539,0,0,-1,800527.7796881617,7.941067933500563
2184,06001,ALAMEDA,"Alameda County, CA",ALAMEDA COUNTY,CALIFORNIA,CA,2010,1247010639.904766,106,1512997,0,1,0,824199.0168551333,7.005962338325852
2185,06001,ALAMEDA,"Alameda County, CA",ALAMEDA COUNTY,CALIFORNIA,CA,2011,1296731400.854983,139,1530893,0,1,1,847042.4783802546,9.079667880119642
2186,06001,ALAMEDA,"Alameda County, CA",ALAMEDA COUNTY,CALIFORNIA,CA,2012,1313075535.61007,115,1553729,0,1,2,845112.3301489964,7.401548146427079
2187,06001,ALAMEDA,"Alameda County, CA",ALAMEDA COUNTY,CALIFORNIA,CA,2013,1242367940.3529506,150,1579508,0,1,3,786553.7498720807,9.496628063928767
2188,06001,ALAMEDA,"Alameda County, CA",ALAMEDA COUNTY,CALIFORNIA,CA,2014,1155729488.260094,142,1607638,0,1,4,718899.0856524254,8.832834257463434
2189,06001,ALAMEDA,"Alameda County, CA",ALAMEDA COUNTY,CALIFORNIA,CA,2015,956387021.322465,176,1634326,0,1,5,585187.4236366948,10.768965310470493
2190,06001,ALAMEDA,,,,CA,2016,877210918.018551,,,0,1,6,,
2191,06001,ALAMEDA,,,,CA,2017,769247937.343208,,,0,1,7,,
2192,06001,ALAMEDA,,,,CA,2018,667652613.230374,,,0,1,8,,
2193,06001,ALAMEDA,,,,CA,2019,620826483.289563,,,0,1,9,,
2250,06013,CONTRA COSTA,"Contra Costa County, CA",CONTRA COSTA COUNTY,CALIFORNIA,CA,2006,632393140.3218998,58,1000834,0,0,-4,631866.1639411729,5.79516683086306
2251,06013,CONTRA COSTA,"Contra Costa County, CA",CONTRA COSTA COUNTY,CALIFORNIA,CA,2007,716821772.1775777,77,1009152,0,0,-3,710320.915162015,7.630168696093353
2252,06013,CONTRA COSTA,"Contra Costa County, CA",CONTRA COSTA COUNTY,CALIFORNIA,CA,2008,756020687.3113905,84,1023344,0,0,-2,738774.730013945,8.208383495676918
2253,06013,CONTRA COSTA,"Contra Costa County, CA",CONTRA COSTA COUNTY,CALIFORNIA,CA,2009,818024096.0846947,79,1037890,0,0,-1,788160.6876303797,7.611596604649818
2254,06013,CONTRA COSTA,"Contra Costa County, CA",CONTRA COSTA COUNTY,CALIFORNIA,CA,2010,898191243.62936,77,1052516,0,1,0,853375.3820648427,7.315803275199617
2255,06013,CONTRA COSTA,"Contra Costa County, CA",CONTRA COSTA COUNTY,CALIFORNIA,CA,2011,920400325.4403445,93,1065361,0,1,1,863932.8128590633,8.729435374488085
2256,06013,CONTRA COSTA,"Contra Costa County, CA",CONTRA COSTA COUNTY,CALIFORNIA,CA,2012,949259347.9148769,99,1077439,0,1,2,881033.0310253081,9.188455216490214
2257,06013,CONTRA COSTA,"Contra Costa County, CA",CONTRA COSTA COUNTY,CALIFORNIA,CA,2013,929768914.0997405,114,1093253,0,1,3,850460.8851745575,10.42759544222609
2258,06013,CONTRA COSTA,"Contra Costa County, CA",CONTRA COSTA COUNTY,CALIFORNIA,CA,2014,923897629.7304145,111,1108665,0,1,4,833342.4702055305,10.012041509382907
2259,06013,CONTRA COSTA,"Contra Costa County, CA",CONTRA COSTA COUNTY,CALIFORNIA,CA,2015,903777213.0492499,93,1124148,0,1,5,803966.3932589391,8.27293203386031
2260,06013,CONTRA COSTA,,,,CA,2016,812425134.230174,,,0,1,6,,
2261,06013,CONTRA COSTA,,,,CA,2017,715536760.7226449,,,0,1,7,,
2262,06013,CONTRA COSTA,,,,CA,2018,643261466.6595769,,,0,1,8,,
2263,06013,CONTRA COSTA,,,,CA,2019,602858105.7390685,,,0,1,9,,
2292,06019,FRESNO,"Fresno County, CA",FRESNO COUNTY,CALIFORNIA,CA,2006,521441700.95254797,87,883862,0,0,-4,589958.2751069148,9.843165562044753
2293,06019,FRESNO,"Fresno County, CA",FRESNO COUNTY,CALIFORNIA,CA,2007,582315910.6006118,70,895933,0,0,-3,649954.7517510927,7.813084237325782
2294,06019,FRESNO,"Fresno County, CA",FRESNO COUNTY,CALIFORNIA,CA,2008,608448414.6872587,82,909630,0,0,-2,668896.6004719047,9.014654309994173
2295,06019,FRESNO,"Fresno County, CA",FRESNO COUNTY,CALIFORNIA,CA,2009,645705255.5341749,101,921478,0,0,-1,700727.8041734853,10.960652343300653
2296,06019,FRESNO,"Fresno County, CA",FRESNO COUNTY,CALIFORNIA,CA,2010,684755586.6167067,96,932011,0,1,0,734707.6232112139,10.30030761439511
2297,06019,FRESNO,"Fresno County, CA",FRESNO COUNTY,CALIFORNIA,CA,2011,723992503.896953,76,939251,0,1,1,770818.9865083486,8.091553801912376
2298,06019,FRESNO,"Fresno County, CA",FRESNO COUNTY,CALIFORNIA,CA,2012,745953476.7041305,67,944779,0,1,2,789553.4052980968,7.091605550081025
2299,06019,FRESNO,"Fresno County, CA",FRESNO COUNTY,CALIFORNIA,CA,2013,687641522.016115,72,951143,0,1,3,722963.3420170415,7.569839656076951
2300,06019,FRESNO,"Fresno County, CA",FRESNO COUNTY,CALIFORNIA,CA,2014,652734228.7884585,111,960072,0,1,4,679880.4972840146,11.561632877534183
2301,06019,FRESNO,"Fresno County, CA",FRESNO COUNTY,CALIFORNIA,CA,2015,619840875.832943,126,968889,0,1,5,639743.9498569423,13.004585664611737
2302,06019,FRESNO,,,,CA,2016,581346096.7682691,,,0,1,6,,
2303,06019,FRESNO,,,,CA,2017,535294229.87714297,,,0,1,7,,
2304,06019,FRESNO,,,,CA,2018,471418974.76937896,,,0,1,8,,
2305,06019,FRESNO,,,,CA,2019,423080376.42654294,,,0,1,9,,
2362,06029,KERN,"Kern County, CA",KERN COUNTY,CALIFORNIA,CA,2006,403341045.98172194,108,784511,0,0,-4,514130.51694842,13.766537371687587
2363,06029,KERN,"Kern County, CA",KERN COUNTY,CALIFORNIA,CA,2007,465199804.94451296,109,803281,0,0,-3,579124.6213274221,13.569348708608818
2364,06029,KERN,"Kern County, CA",KERN COUNTY,CALIFORNIA,CA,2008,506023092.28643024,108,818327,0,0,-2,618362.9432811458,13.197658148881805
2365,06029,KERN,"Kern County, CA",KERN COUNTY,CALIFORNIA,CA,2009,548227356.7757157,119,830137,0,0,-1,660405.8809277454,14.334983261798955
2366,06029,KERN,"Kern County, CA",KERN COUNTY,CALIFORNIA,CA,2010,569077850.1858225,123,841365,0,1,0,676374.5225744147,14.619101103563851
2367,06029,KERN,"Kern County, CA",KERN COUNTY,CALIFORNIA,CA,2011,614497696.1835434,133,848651,0,1,1,724087.6357696431,15.671931100063512
2368,06029,KERN,"Kern County, CA",KERN COUNTY,CALIFORNIA,CA,2012,635888159.6577495,135,854392,0,1,2,744258.0919036573,15.800709744473265
2369,06029,KERN,"Kern County, CA",KERN COUNTY,CALIFORNIA,CA,2013,605501706.7495971,161,862727,0,1,3,701846.246552614,18.66175510909013
2370,06029,KERN,"Kern County, CA",KERN COUNTY,CALIFORNIA,CA,2014,561503595.548448,186,869837,0,1,4,645527.3752995653,21.3833166443828
2371,06029,KERN,"Kern County, CA",KERN COUNTY,CALIFORNIA,CA,2015,547834167.139159,196,876548,0,1,5,624990.4935487377,22.36044118519465
2372,06029,KERN,,,,CA,2016,522925788.044865,,,0,1,6,,
2373,06029,KERN,,,,CA,2017,471520839.56560296,,,0,1,7,,
2374,06029,KERN,,,,CA,2018,388218840.30172795,,,0,1,8,,
2375,06029,KERN,,,,CA,2019,350411466.69025147,,,0,1,9,,
2418,06037,LOS ANGELES,"Los Angeles County, CA",LOS ANGELES COUNTY,CALIFORNIA,CA,2006,3175860392.283676,563,9737955,0,0,-4,326132.1696684444,5.781501352183287
2419,06037,LOS ANGELES,"Los Angeles County, CA",LOS ANGELES COUNTY,CALIFORNIA,CA,2007,3572962821.397264,636,9700359,0,0,-3,368333.05049815826,6.556458374375629
2420,06037,LOS ANGELES,"Los Angeles County, CA",LOS ANGELES COUNTY,CALIFORNIA,CA,2008,3728864263.4969606,572,9735147,0,0,-2,383031.12048507953,5.875617491959803
2421,06037,LOS ANGELES,"Los Angeles County, CA",LOS ANGELES COUNTY,CALIFORNIA,CA,2009,3946426383.7092347,627,9787400,0,0,-1,403214.98903786857,6.406195721029078
2422,06037,LOS ANGELES,"Los Angeles County, CA",LOS ANGELES COUNTY,CALIFORNIA,CA,2010,4109768760.6795564,552,9821647,0,1,0,418439.87680269475,5.620238642256233
2423,06037,LOS ANGELES,"Los Angeles County, CA",LOS ANGELES COUNTY,CALIFORNIA,CA,2011,4420093724.396569,561,9873700,0,1,1,447663.36068510986,5.681760636843331
2424,06037,LOS ANGELES,"Los Angeles County, CA",LOS ANGELES COUNTY,CALIFORNIA,CA,2012,4307303129.820599,566,9931394,0,1,2,433705.79495895526,5.699099240247643
2425,06037,LOS ANGELES,"Los Angeles County, CA",LOS ANGELES COUNTY,CALIFORNIA,CA,2013,4225826067.687828,683,9987189,0,1,3,423124.6717858076,6.838761136892473
2426,06037,LOS ANGELES,"Los Angeles County, CA",LOS ANGELES COUNTY,CALIFORNIA,CA,2014,4109195274.4555135,621,10033449,0,1,4,409549.6249052059,6.189297419062976
2427,06037,LOS ANGELES,"Los Angeles County, CA",LOS ANGELES COUNTY,CALIFORNIA,CA,2015,4115080344.476277,645,10077263,0,1,5,408352.97684264835,6.400547450235247
2428,06037,LOS ANGELES,,,,CA,2016,3840341549.392675,,,0,1,6,,
2429,06037,LOS ANGELES,,,,CA,2017,3533719204.8840637,,,0,1,7,,
2430,06037,LOS ANGELES,,,,CA,2018,3182907037.960368,,,0,1,8,,
2431,06037,LOS ANGELES,,,,CA,2019,2862937480.0335355,,,0,1,9,,
2530,06053,MONTEREY,"Monterey County, CA",MONTEREY COUNTY,CALIFORNIA,CA,2006,217583023.641081,41,401831,0,0,-4,541478.939258248,10.203294419793394
2531,06053,MONTEREY,"Monterey County, CA",MONTEREY COUNTY,CALIFORNIA,CA,2007,235924828.2711315,15,402376,0,0,-3,586329.2747856022,3.7278565321987394
2532,06053,MONTEREY,"Monterey County, CA",MONTEREY COUNTY,CALIFORNIA,CA,2008,252823130.51700723,33,406022,0,0,-2,622683.3287777688,8.127638403830334
2533,06053,MONTEREY,"Monterey County, CA",MONTEREY COUNTY,CALIFORNIA,CA,2009,292280651.5976015,33,410263,0,0,-1,712422.6449804186,8.04362079934091
2534,06053,MONTEREY,"Monterey County, CA",MONTEREY COUNTY,CALIFORNIA,CA,2010,312450216.94296896,36,416358,0,1,0,750436.4439808265,8.646405257014397
2535,06053,MONTEREY,"Monterey County, CA",MONTEREY COUNTY,CALIFORNIA,CA,2011,335114636.381128,37,420379,0,1,1,797172.6379793664,8.801581430090467
2536,06053,MONTEREY,"Monterey County, CA",MONTEREY COUNTY,CALIFORNIA,CA,2012,333893266.165816,37,424222,0,1,2,787072.0192866377,8.721848466133297
2537,06053,MONTEREY,"Monterey County, CA",MONTEREY COUNTY,CALIFORNIA,CA,2013,317695541.8309125,50,426163,0,1,3,745478.9407595508,11.732599967618025
2538,06053,MONTEREY,"Monterey County, CA",MONTEREY COUNTY,CALIFORNIA,CA,2014,287421653.518504,37,427985,0,1,4,671569.4557484585,8.645162797761603
2539,06053,MONTEREY,"Monterey County, CA",MONTEREY COUNTY,CALIFORNIA,CA,2015,271359266.346393,38,430178,0,1,5,630806.9365388118,8.83355262240282
2540,06053,MONTEREY,,,,CA,2016,244994892.27762398,,,0,1,6,,
2541,06053,MONTEREY,,,,CA,2017,215264704.73175198,,,0,1,7,,
2542,06053,MONTEREY,,,,CA,2018,193017795.68416598,,,0,1,8,,
2543,06053,MONTEREY,,,,CA,2019,184983478.949416,,,0,1,9,,
2572,06059,ORANGE,"Orange County, CA",ORANGE COUNTY,CALIFORNIA,CA,2006,1203430152.4229574,180,2932261,0,0,-4,410410.3121867246,6.138607716025279
2573,06059,ORANGE,"Orange County, CA",ORANGE COUNTY,CALIFORNIA,CA,2007,1387210474.0066178,216,2931629,0,0,-3,473187.59433974006,7.367917291035121
2574,06059,ORANGE,"Orange County, CA",ORANGE COUNTY,CALIFORNIA,CA,2008,1563825332.9054732,238,2957593,0,0,-2,528749.3353228363,8.047084233699497
2575,06059,ORANGE,"Orange County, CA",ORANGE COUNTY,CALIFORNIA,CA,2009,1715845574.3514814,267,2987177,0,0,-1,574403.7177413596,8.938204867003195
2576,06059,ORANGE,"Orange County, CA",ORANGE COUNTY,CALIFORNIA,CA,2010,1794554780.2923677,234,3016376,0,1,0,594937.362017324,7.75765355512708
2577,06059,ORANGE,"Orange County, CA",ORANGE COUNTY,CALIFORNIA,CA,2011,2010649327.7395542,239,3050199,0,1,1,659186.278580366,7.835554335962997
2578,06059,ORANGE,"Orange County, CA",ORANGE COUNTY,CALIFORNIA,CA,2012,2005547452.071123,251,3078710,0,1,2,651424.6070825518,8.152765281562733
2579,06059,ORANGE,"Orange County, CA",ORANGE COUNTY,CALIFORNIA,CA,2013,1864700722.8113284,270,3105262,0,1,3,600497.0668534018,8.694918496410287
2580,06059,ORANGE,"Orange County, CA",ORANGE COUNTY,CALIFORNIA,CA,2014,1778587662.3050835,287,3126523,0,1,4,568870.8070610975,9.179526266078964
2581,06059,ORANGE,"Orange County, CA",ORANGE COUNTY,CALIFORNIA,CA,2015,1714277761.075635,307,3148952,0,1,5,544396.282025142,9.749275314453826
2582,06059,ORANGE,,,,CA,2016,1596000383.731673,,,0,1,6,,
2583,06059,ORANGE,,,,CA,2017,1433144672.9951937,,,0,1,7,,
2584,06059,ORANGE,,,,CA,2018,1269342901.4342115,,,0,1,8,,
2585,06059,ORANGE,,,,CA,2019,1151313058.810598,,,0,1,9,,
2586,06061,PLACER,"Placer County, CA",PLACER COUNTY,CALIFORNIA,CA,2006,445941494.420581,36,321934,0,0,-4,1385195.3953934067,11.182416271658166
2587,06061,PLACER,"Placer County, CA",PLACER COUNTY,CALIFORNIA,CA,2007,468122684.33828527,40,329023,0,0,-3,1422765.8380668988,12.157204815468829
2588,06061,PLACER,"Placer County, CA",PLACER COUNTY,CALIFORNIA,CA,2008,468828031.8478793,32,337568,0,0,-2,1388840.268769194,9.479571523367143
2589,06061,PLACER,"Placer County, CA",PLACER COUNTY,CALIFORNIA,CA,2009,508505453.044751,33,343810,0,0,-1,1479030.432636488,9.598324656060033
2590,06061,PLACER,"Placer County, CA",PLACER COUNTY,CALIFORNIA,CA,2010,545017059.0161359,20,350007,0,1,0,1557160.4539798803,5.714171430857097
2591,06061,PLACER,"Placer County, CA",PLACER COUNTY,CALIFORNIA,CA,2011,538869569.2488434,20,356323,0,1,1,1512306.4445709186,5.6128849386652
2592,06061,PLACER,"Placer County, CA",PLACER COUNTY,CALIFORNIA,CA,2012,528946235.50490946,29,360269,0,1,2,1468198.0284312817,8.049540759821133
2593,06061,PLACER,"Placer County, CA",PLACER COUNTY,CALIFORNIA,CA,2013,494848662.496115,41,365415,0,1,3,1354210.0419964015,11.220119590055143
2594,06061,PLACER,"Placer County, CA",PLACER COUNTY,CALIFORNIA,CA,2014,480705750.24438447,29,369241,0,1,4,1301875.3341161585,7.853949046828494
